pred,gt
111.72374,122.0
81.422455,116.0
90.65657,96.0
156.35852,150.0
126.87847,112.0
63.967175,65.0
106.2832,125.0
121.804695,124.0
148.55338,136.0
115.95514,124.0
72.5971,63.0
112.17409,135.0
102.85716,114.0
123.922066,151.0
92.55484,122.0
103.144806,108.0
71.89555,67.0
113.65658,107.0
103.504555,92.0
86.06176,80.0
113.75371,103.0
84.628006,74.0
87.470535,86.0
112.10736,101.0
150.64409,171.0
131.7254,149.0
89.816895,168.0
120.75379,136.0
109.645515,106.0
71.85052,66.0
127.94699,148.0
108.19395,105.0
